Student_ID,Department,Level,Gender,Age,State_of_Origin,First_Name,Last_Name,Email,Phone_Number,Session,Semester,Course_Code,Course_Title,Credit_Unit,Attendance_Rate,CA_Score,Exam_Score,Total_Score,Grade,GP
P/HN/23/54106,Civil Engineering,HND2,Female,22,Bauchi,Patience,Oshodi,patience.oshodi@yabatech.edu.ng,+1-626-857-7471x35421,2024/2025,1st Semester,MEC 101,Workshop Technology,2,70,27,64,91,A,4.0
P/HN/23/54106,Civil Engineering,HND2,Female,22,Bauchi,Patience,Oshodi,patience.oshodi@yabatech.edu.ng,+1-626-857-7471x35421,2024/2025,1st Semester,CEC 101,Engineering Drawing,3,76,25,58,83,A,4.0
P/HN/23/54106,Civil Engineering,HND2,Female,22,Bauchi,Patience,Oshodi,patience.oshodi@yabatech.edu.ng,+1-626-857-7471x35421,2024/2025,1st Semester,CEC 110,Fluid Mechanics,4,53,26,61,87,A,4.0
F/ND/23/31496,Science Lab Tech,ND2,Female,22,Akwa Ibom,Faith,Balogun,faith.balogun@yabatech.edu.ng,(391)833-5383x08932,2024/2025,1st Semester,STB 111,General Biology,3,39,8,19,27,F,0.0
F/ND/23/31496,Science Lab Tech,ND2,Female,22,Akwa Ibom,Faith,Balogun,faith.balogun@yabatech.edu.ng,(391)833-5383x08932,2024/2025,1st Semester,GNS 101,Use of English,2,34,10,24,34,F,0.0
F/ND/23/31496,Science Lab Tech,ND2,Female,22,Akwa Ibom,Faith,Balogun,faith.balogun@yabatech.edu.ng,(391)833-5383x08932,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,35,12,29,41,E,2.0
F/ND/23/31496,Science Lab Tech,ND2,Female,22,Akwa Ibom,Faith,Balogun,faith.balogun@yabatech.edu.ng,(391)833-5383x08932,2024/2025,1st Semester,GLT 111,General Lab Techniques,4,59,13,31,44,E,2.0
F/ND/23/31496,Science Lab Tech,ND2,Female,22,Akwa Ibom,Faith,Balogun,faith.balogun@yabatech.edu.ng,(391)833-5383x08932,2024/2025,1st Semester,STC 112,General Chemistry,3,18,9,21,30,F,0.0
F/HN/23/71693,Mass Communication,HND2,Female,19,Kogi,Ruth,Eze,ruth.eze@yabatech.edu.ng,(896)215-5926x4643,2024/2025,1st Semester,MAC 107,Intro to Broadcasting,3,80,10,25,35,F,0.0
F/HN/23/71693,Mass Communication,HND2,Female,19,Kogi,Ruth,Eze,ruth.eze@yabatech.edu.ng,(896)215-5926x4643,2024/2025,1st Semester,MAC 101,Intro to Mass Comm,3,34,11,27,38,F,0.0
F/HN/23/71693,Mass Communication,HND2,Female,19,Kogi,Ruth,Eze,ruth.eze@yabatech.edu.ng,(896)215-5926x4643,2024/2025,1st Semester,GNS 101,Use of English,2,41,5,12,17,F,0.0
F/HN/23/71693,Mass Communication,HND2,Female,19,Kogi,Ruth,Eze,ruth.eze@yabatech.edu.ng,(896)215-5926x4643,2024/2025,1st Semester,MAC 115,News Writing,3,58,16,37,53,CD,2.5
F/HN/23/71693,Mass Communication,HND2,Female,19,Kogi,Ruth,Eze,ruth.eze@yabatech.edu.ng,(896)215-5926x4643,2024/2025,1st Semester,GNS 127,Citizenship Education,2,54,11,26,37,F,0.0
F/ND/23/42850,Civil Engineering,ND2,Female,30,Imo,Juliet,Ojo,juliet.ojo@yabatech.edu.ng,794-857-9286,2024/2025,1st Semester,MEC 101,Workshop Technology,2,69,21,49,70,AB,3.5
F/ND/23/42850,Civil Engineering,ND2,Female,30,Imo,Juliet,Ojo,juliet.ojo@yabatech.edu.ng,794-857-9286,2024/2025,1st Semester,CEC 101,Engineering Drawing,3,63,20,47,67,B,3.25
F/ND/23/42850,Civil Engineering,ND2,Female,30,Imo,Juliet,Ojo,juliet.ojo@yabatech.edu.ng,794-857-9286,2024/2025,1st Semester,CEC 110,Fluid Mechanics,4,86,20,47,67,B,3.25
P/HN/23/81521,Mass Communication,HND2,Male,23,Nasarawa,Deborah,Akinwale,deborah.akinwale@yabatech.edu.ng,+1-619-822-8518x289,2024/2025,1st Semester,MAC 101,Intro to Mass Comm,3,100,30,70,100,A,4.0
P/HN/23/81521,Mass Communication,HND2,Male,23,Nasarawa,Deborah,Akinwale,deborah.akinwale@yabatech.edu.ng,+1-619-822-8518x289,2024/2025,1st Semester,GNS 127,Citizenship Education,2,82,28,67,95,A,4.0
P/HN/23/81521,Mass Communication,HND2,Male,23,Nasarawa,Deborah,Akinwale,deborah.akinwale@yabatech.edu.ng,+1-619-822-8518x289,2024/2025,1st Semester,GNS 101,Use of English,2,91,26,60,86,A,4.0
P/HN/23/81521,Mass Communication,HND2,Male,23,Nasarawa,Deborah,Akinwale,deborah.akinwale@yabatech.edu.ng,+1-619-822-8518x289,2024/2025,1st Semester,MAC 107,Intro to Broadcasting,3,90,27,63,90,A,4.0
P/HN/23/81521,Mass Communication,HND2,Male,23,Nasarawa,Deborah,Akinwale,deborah.akinwale@yabatech.edu.ng,+1-619-822-8518x289,2024/2025,1st Semester,MAC 115,News Writing,3,70,29,69,98,A,4.0
P/HN/23/45224,Business Administration,HND1,Male,30,Enugu,Paul,Nnamani,paul.nnamani@yabatech.edu.ng,(666)746-8450x81867,2024/2025,1st Semester,ACC 111,Intro to Accounting,3,79,28,66,94,A,4.0
P/HN/23/45224,Business Administration,HND1,Male,30,Enugu,Paul,Nnamani,paul.nnamani@yabatech.edu.ng,(666)746-8450x81867,2024/2025,1st Semester,BAM 101,Intro to Business Admin,3,71,30,70,100,A,4.0
P/HN/23/45224,Business Administration,HND1,Male,30,Enugu,Paul,Nnamani,paul.nnamani@yabatech.edu.ng,(666)746-8450x81867,2024/2025,1st Semester,ECO 101,Intro to Economics,2,83,30,70,100,A,4.0
F/HN/23/91065,Mass Communication,HND2,Female,17,Yobe,Nathaniel,Chukwu,nathaniel.chukwu@yabatech.edu.ng,001-738-239-7680x23946,2024/2025,1st Semester,MAC 101,Intro to Mass Comm,3,93,27,64,91,A,4.0
F/HN/23/91065,Mass Communication,HND2,Female,17,Yobe,Nathaniel,Chukwu,nathaniel.chukwu@yabatech.edu.ng,001-738-239-7680x23946,2024/2025,1st Semester,GNS 101,Use of English,2,64,23,54,77,A,4.0
F/HN/23/91065,Mass Communication,HND2,Female,17,Yobe,Nathaniel,Chukwu,nathaniel.chukwu@yabatech.edu.ng,001-738-239-7680x23946,2024/2025,1st Semester,MAC 107,Intro to Broadcasting,3,74,24,56,80,A,4.0
F/HN/23/91065,Mass Communication,HND2,Female,17,Yobe,Nathaniel,Chukwu,nathaniel.chukwu@yabatech.edu.ng,001-738-239-7680x23946,2024/2025,1st Semester,MAC 115,News Writing,3,100,24,57,81,A,4.0
F/HN/23/91065,Mass Communication,HND2,Female,17,Yobe,Nathaniel,Chukwu,nathaniel.chukwu@yabatech.edu.ng,001-738-239-7680x23946,2024/2025,1st Semester,GNS 127,Citizenship Education,2,94,28,66,94,A,4.0
P/HN/23/41761,Computer Science,HND1,Male,18,Oyo,Gabriel,Olawale,gabriel.olawale@yabatech.edu.ng,3358422574,2024/2025,1st Semester,COM 112,Digital Electronics,3,38,10,24,34,F,0.0
P/HN/23/41761,Computer Science,HND1,Male,18,Oyo,Gabriel,Olawale,gabriel.olawale@yabatech.edu.ng,3358422574,2024/2025,1st Semester,COM 113,Intro to Programming,4,65,13,31,44,E,2.0
P/HN/23/41761,Computer Science,HND1,Male,18,Oyo,Gabriel,Olawale,gabriel.olawale@yabatech.edu.ng,3358422574,2024/2025,1st Semester,GNS 101,Use of English,2,59,13,32,45,D,2.25
P/HN/23/41761,Computer Science,HND1,Male,18,Oyo,Gabriel,Olawale,gabriel.olawale@yabatech.edu.ng,3358422574,2024/2025,1st Semester,STA 111,Intro to Statistics,2,45,9,21,30,F,0.0
P/HN/23/41761,Computer Science,HND1,Male,18,Oyo,Gabriel,Olawale,gabriel.olawale@yabatech.edu.ng,3358422574,2024/2025,1st Semester,COM 101,Intro to Computing,4,74,15,36,51,CD,2.5
F/ND/23/19685,Electrical Engineering,ND2,Female,28,Enugu,Michael,Okafor,michael.okafor@yabatech.edu.ng,200.816.6782x10118,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,53,16,39,55,C,2.75
F/ND/23/19685,Electrical Engineering,ND2,Female,28,Enugu,Michael,Okafor,michael.okafor@yabatech.edu.ng,200.816.6782x10118,2024/2025,1st Semester,EEC 111,Electrical Science,3,63,16,37,53,CD,2.5
F/ND/23/19685,Electrical Engineering,ND2,Female,28,Enugu,Michael,Okafor,michael.okafor@yabatech.edu.ng,200.816.6782x10118,2024/2025,1st Semester,EEC 115,Electrical Graphics,2,22,8,18,26,F,0.0
F/ND/23/19685,Electrical Engineering,ND2,Female,28,Enugu,Michael,Okafor,michael.okafor@yabatech.edu.ng,200.816.6782x10118,2024/2025,1st Semester,GNS 101,Use of English,2,54,14,34,48,D,2.25
F/ND/23/19685,Electrical Engineering,ND2,Female,28,Enugu,Michael,Okafor,michael.okafor@yabatech.edu.ng,200.816.6782x10118,2024/2025,1st Semester,MEC 112,Mechanical Workshop,2,62,16,38,54,CD,2.5
F/HN/23/9076,Mass Communication,HND2,Female,17,Jigawa,Victoria,Akinwale,victoria.akinwale@yabatech.edu.ng,(717)848-1390,2024/2025,1st Semester,MAC 101,Intro to Mass Comm,3,48,10,23,33,F,0.0
F/HN/23/9076,Mass Communication,HND2,Female,17,Jigawa,Victoria,Akinwale,victoria.akinwale@yabatech.edu.ng,(717)848-1390,2024/2025,1st Semester,MAC 107,Intro to Broadcasting,3,37,5,13,18,F,0.0
F/HN/23/9076,Mass Communication,HND2,Female,17,Jigawa,Victoria,Akinwale,victoria.akinwale@yabatech.edu.ng,(717)848-1390,2024/2025,1st Semester,GNS 101,Use of English,2,57,10,23,33,F,0.0
F/HN/23/9076,Mass Communication,HND2,Female,17,Jigawa,Victoria,Akinwale,victoria.akinwale@yabatech.edu.ng,(717)848-1390,2024/2025,1st Semester,MAC 115,News Writing,3,44,10,24,34,F,0.0
F/HN/23/9076,Mass Communication,HND2,Female,17,Jigawa,Victoria,Akinwale,victoria.akinwale@yabatech.edu.ng,(717)848-1390,2024/2025,1st Semester,GNS 127,Citizenship Education,2,23,7,16,23,F,0.0
P/ND/23/80548,Electrical Engineering,ND1,Female,26,Anambra,Cornelius,Ibrahim,cornelius.ibrahim@yabatech.edu.ng,(715)972-3521x0702,2024/2025,1st Semester,GNS 101,Use of English,2,76,24,57,81,A,4.0
P/ND/23/80548,Electrical Engineering,ND1,Female,26,Anambra,Cornelius,Ibrahim,cornelius.ibrahim@yabatech.edu.ng,(715)972-3521x0702,2024/2025,1st Semester,MEC 112,Mechanical Workshop,2,73,22,53,75,A,4.0
P/ND/23/80548,Electrical Engineering,ND1,Female,26,Anambra,Cornelius,Ibrahim,cornelius.ibrahim@yabatech.edu.ng,(715)972-3521x0702,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,61,25,58,83,A,4.0
P/ND/23/80548,Electrical Engineering,ND1,Female,26,Anambra,Cornelius,Ibrahim,cornelius.ibrahim@yabatech.edu.ng,(715)972-3521x0702,2024/2025,1st Semester,EEC 111,Electrical Science,3,72,22,52,74,AB,3.5
P/ND/23/80548,Electrical Engineering,ND1,Female,26,Anambra,Cornelius,Ibrahim,cornelius.ibrahim@yabatech.edu.ng,(715)972-3521x0702,2024/2025,1st Semester,EEC 115,Electrical Graphics,2,67,26,62,88,A,4.0
F/HN/23/84207,Business Administration,HND1,Female,20,Kogi,Paul,Eze,paul.eze@yabatech.edu.ng,695.682.3109,2024/2025,1st Semester,ACC 111,Intro to Accounting,3,41,5,13,18,F,0.0
F/HN/23/84207,Business Administration,HND1,Female,20,Kogi,Paul,Eze,paul.eze@yabatech.edu.ng,695.682.3109,2024/2025,1st Semester,ECO 101,Intro to Economics,2,33,6,15,21,F,0.0
F/HN/23/84207,Business Administration,HND1,Female,20,Kogi,Paul,Eze,paul.eze@yabatech.edu.ng,695.682.3109,2024/2025,1st Semester,BAM 101,Intro to Business Admin,3,28,10,23,33,F,0.0
F/HN/23/19260,Science Lab Tech,HND1,Male,18,Ogun,Peter,Nnamani,peter.nnamani@yabatech.edu.ng,6675704134,2024/2025,1st Semester,GLT 111,General Lab Techniques,4,47,5,12,17,F,0.0
F/HN/23/19260,Science Lab Tech,HND1,Male,18,Ogun,Peter,Nnamani,peter.nnamani@yabatech.edu.ng,6675704134,2024/2025,1st Semester,STB 111,General Biology,3,43,3,8,11,F,0.0
F/HN/23/19260,Science Lab Tech,HND1,Male,18,Ogun,Peter,Nnamani,peter.nnamani@yabatech.edu.ng,6675704134,2024/2025,1st Semester,STC 112,General Chemistry,3,54,10,25,35,F,0.0
F/HN/23/19260,Science Lab Tech,HND1,Male,18,Ogun,Peter,Nnamani,peter.nnamani@yabatech.edu.ng,6675704134,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,55,11,27,38,F,0.0
F/HN/23/19260,Science Lab Tech,HND1,Male,18,Ogun,Peter,Nnamani,peter.nnamani@yabatech.edu.ng,6675704134,2024/2025,1st Semester,GNS 101,Use of English,2,76,11,26,37,F,0.0
P/ND/23/21176,Computer Science,ND2,Male,18,Bauchi,Philip,Olawale,philip.olawale@yabatech.edu.ng,310-347-9921x4509,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,79,22,52,74,AB,3.5
P/ND/23/21176,Computer Science,ND2,Male,18,Bauchi,Philip,Olawale,philip.olawale@yabatech.edu.ng,310-347-9921x4509,2024/2025,1st Semester,GNS 101,Use of English,2,62,22,51,73,AB,3.5
P/ND/23/21176,Computer Science,ND2,Male,18,Bauchi,Philip,Olawale,philip.olawale@yabatech.edu.ng,310-347-9921x4509,2024/2025,1st Semester,STA 111,Intro to Statistics,2,86,24,57,81,A,4.0
P/ND/23/21176,Computer Science,ND2,Male,18,Bauchi,Philip,Olawale,philip.olawale@yabatech.edu.ng,310-347-9921x4509,2024/2025,1st Semester,COM 112,Digital Electronics,3,69,24,57,81,A,4.0
P/ND/23/21176,Computer Science,ND2,Male,18,Bauchi,Philip,Olawale,philip.olawale@yabatech.edu.ng,310-347-9921x4509,2024/2025,1st Semester,COM 113,Intro to Programming,4,71,20,48,68,B,3.25
P/ND/23/21176,Computer Science,ND2,Male,18,Bauchi,Philip,Olawale,philip.olawale@yabatech.edu.ng,310-347-9921x4509,2024/2025,1st Semester,COM 101,Intro to Computing,4,71,22,53,75,A,4.0
P/HN/23/73597,Science Lab Tech,HND1,Female,30,Adamawa,Deborah,Okafor,deborah.okafor@yabatech.edu.ng,777.462.9683x875,2024/2025,1st Semester,STC 112,General Chemistry,3,64,12,29,41,E,2.0
P/HN/23/73597,Science Lab Tech,HND1,Female,30,Adamawa,Deborah,Okafor,deborah.okafor@yabatech.edu.ng,777.462.9683x875,2024/2025,1st Semester,GNS 101,Use of English,2,56,11,27,38,F,0.0
P/HN/23/73597,Science Lab Tech,HND1,Female,30,Adamawa,Deborah,Okafor,deborah.okafor@yabatech.edu.ng,777.462.9683x875,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,41,6,15,21,F,0.0
P/HN/23/73597,Science Lab Tech,HND1,Female,30,Adamawa,Deborah,Okafor,deborah.okafor@yabatech.edu.ng,777.462.9683x875,2024/2025,1st Semester,STB 111,General Biology,3,55,13,30,43,E,2.0
P/HN/23/73597,Science Lab Tech,HND1,Female,30,Adamawa,Deborah,Okafor,deborah.okafor@yabatech.edu.ng,777.462.9683x875,2024/2025,1st Semester,GLT 111,General Lab Techniques,4,52,13,30,43,E,2.0
P/HN/23/396,Electrical Engineering,HND2,Male,20,Plateau,David,Chukwu,david.chukwu@yabatech.edu.ng,(303)657-1485x831,2024/2025,1st Semester,GNS 101,Use of English,2,79,27,64,91,A,4.0
P/HN/23/396,Electrical Engineering,HND2,Male,20,Plateau,David,Chukwu,david.chukwu@yabatech.edu.ng,(303)657-1485x831,2024/2025,1st Semester,EEC 111,Electrical Science,3,65,27,64,91,A,4.0
P/HN/23/396,Electrical Engineering,HND2,Male,20,Plateau,David,Chukwu,david.chukwu@yabatech.edu.ng,(303)657-1485x831,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,81,25,59,84,A,4.0
P/HN/23/396,Electrical Engineering,HND2,Male,20,Plateau,David,Chukwu,david.chukwu@yabatech.edu.ng,(303)657-1485x831,2024/2025,1st Semester,EEC 115,Electrical Graphics,2,98,29,69,98,A,4.0
P/HN/23/396,Electrical Engineering,HND2,Male,20,Plateau,David,Chukwu,david.chukwu@yabatech.edu.ng,(303)657-1485x831,2024/2025,1st Semester,MEC 112,Mechanical Workshop,2,51,29,67,96,A,4.0
F/HN/23/81893,Computer Science,HND2,Male,26,Yobe,Sarah,Obi,sarah.obi@yabatech.edu.ng,001-373-474-0916x8188,2024/2025,1st Semester,COM 113,Intro to Programming,4,36,8,19,27,F,0.0
F/HN/23/81893,Computer Science,HND2,Male,26,Yobe,Sarah,Obi,sarah.obi@yabatech.edu.ng,001-373-474-0916x8188,2024/2025,1st Semester,COM 101,Intro to Computing,4,53,12,29,41,E,2.0
F/HN/23/81893,Computer Science,HND2,Male,26,Yobe,Sarah,Obi,sarah.obi@yabatech.edu.ng,001-373-474-0916x8188,2024/2025,1st Semester,COM 112,Digital Electronics,3,49,3,8,11,F,0.0
F/HN/23/81893,Computer Science,HND2,Male,26,Yobe,Sarah,Obi,sarah.obi@yabatech.edu.ng,001-373-474-0916x8188,2024/2025,1st Semester,STA 111,Intro to Statistics,2,56,9,21,30,F,0.0
F/HN/23/81893,Computer Science,HND2,Male,26,Yobe,Sarah,Obi,sarah.obi@yabatech.edu.ng,001-373-474-0916x8188,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,63,14,34,48,D,2.25
F/HN/23/81893,Computer Science,HND2,Male,26,Yobe,Sarah,Obi,sarah.obi@yabatech.edu.ng,001-373-474-0916x8188,2024/2025,1st Semester,GNS 101,Use of English,2,49,3,8,11,F,0.0
F/ND/23/75163,Computer Science,ND1,Male,29,Ogun,Esther,Ibrahim,esther.ibrahim@yabatech.edu.ng,6766967867,2024/2025,1st Semester,COM 113,Intro to Programming,4,68,22,52,74,AB,3.5
F/ND/23/75163,Computer Science,ND1,Male,29,Ogun,Esther,Ibrahim,esther.ibrahim@yabatech.edu.ng,6766967867,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,82,20,47,67,B,3.25
F/ND/23/75163,Computer Science,ND1,Male,29,Ogun,Esther,Ibrahim,esther.ibrahim@yabatech.edu.ng,6766967867,2024/2025,1st Semester,COM 101,Intro to Computing,4,49,16,38,54,CD,2.5
F/ND/23/75163,Computer Science,ND1,Male,29,Ogun,Esther,Ibrahim,esther.ibrahim@yabatech.edu.ng,6766967867,2024/2025,1st Semester,COM 112,Digital Electronics,3,56,21,50,71,AB,3.5
