Student_ID,Department,Level,Gender,Age,State_of_Origin,First_Name,Last_Name,Email,Phone_Number,Session,Semester,Course_Code,Course_Title,Credit_Unit,Attendance_Rate,CA_Score,Exam_Score,Total_Score,Grade,GP
P/HN/23/3418895,Mechanical Engineering,HND1,Female,17,Imo,Comfort,Obasanjo,comfort.obasanjo8895@yabatech.edu.ng,(988)698-5417,2024/2025,1st Semester,MEC 301,Strength of Materials,3,27,9,21,30,F,0.0
P/HN/23/3418895,Mechanical Engineering,HND1,Female,17,Imo,Comfort,Obasanjo,comfort.obasanjo8895@yabatech.edu.ng,(988)698-5417,2024/2025,1st Semester,MEC 305,Auto Technology,3,40,8,19,27,F,0.0
F/ND/23/3716914,Science Lab Tech,ND1,Male,30,Oyo,Mark,Akinwale,mark.akinwale6914@yabatech.edu.ng,406-401-3014,2024/2025,1st Semester,STB 111,General Biology,3,74,24,57,81,A,4.0
F/ND/23/3716914,Science Lab Tech,ND1,Male,30,Oyo,Mark,Akinwale,mark.akinwale6914@yabatech.edu.ng,406-401-3014,2024/2025,1st Semester,STC 112,General Chemistry,3,67,28,66,94,A,4.0
F/ND/23/3716914,Science Lab Tech,ND1,Male,30,Oyo,Mark,Akinwale,mark.akinwale6914@yabatech.edu.ng,406-401-3014,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,78,25,60,85,A,4.0
F/ND/23/3716914,Science Lab Tech,ND1,Male,30,Oyo,Mark,Akinwale,mark.akinwale6914@yabatech.edu.ng,406-401-3014,2024/2025,1st Semester,GLT 111,General Lab Techniques,4,56,29,68,97,A,4.0
P/ND/23/3616358,Accountancy,ND2,Female,19,Enugu,Faith,Uche,faith.uche6358@yabatech.edu.ng,(844)863-5773,2024/2025,1st Semester,ACC 211,Financial Accounting II,4,44,4,9,13,F,0.0
P/ND/23/3616358,Accountancy,ND2,Female,19,Enugu,Faith,Uche,faith.uche6358@yabatech.edu.ng,(844)863-5773,2024/2025,1st Semester,ACC 213,Taxation II,3,35,2,6,8,F,0.0
F/HN/23/3215715,Computer Science,HND2,Female,19,Benue,Nathaniel,Okafor,nathaniel.okafor5715@yabatech.edu.ng,294-961-7097x437,2024/2025,1st Semester,COM 412,Computer Graphics,3,57,14,33,47,D,2.25
F/HN/23/3215715,Computer Science,HND2,Female,19,Benue,Nathaniel,Okafor,nathaniel.okafor5715@yabatech.edu.ng,294-961-7097x437,2024/2025,1st Semester,COM 413,Project Management,3,56,14,33,47,D,2.25
F/HN/23/3215715,Computer Science,HND2,Female,19,Benue,Nathaniel,Okafor,nathaniel.okafor5715@yabatech.edu.ng,294-961-7097x437,2024/2025,1st Semester,COM 415,Artificial Intelligence,4,57,12,28,40,E,2.0
F/HN/23/3215715,Computer Science,HND2,Female,19,Benue,Nathaniel,Okafor,nathaniel.okafor5715@yabatech.edu.ng,294-961-7097x437,2024/2025,1st Semester,GNS 401,Comm. in English,2,54,15,35,50,CD,2.5
F/ND/23/3712166,Science Lab Tech,ND1,Male,30,Imo,Gabriel,Balogun,gabriel.balogun2166@yabatech.edu.ng,+1-833-809-5608,2024/2025,1st Semester,STB 111,General Biology,3,45,4,11,15,F,0.0
F/ND/23/3712166,Science Lab Tech,ND1,Male,30,Imo,Gabriel,Balogun,gabriel.balogun2166@yabatech.edu.ng,+1-833-809-5608,2024/2025,1st Semester,STC 112,General Chemistry,3,53,9,22,31,F,0.0
F/ND/23/3712166,Science Lab Tech,ND1,Male,30,Imo,Gabriel,Balogun,gabriel.balogun2166@yabatech.edu.ng,+1-833-809-5608,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,64,10,25,35,F,0.0
F/ND/23/3712166,Science Lab Tech,ND1,Male,30,Imo,Gabriel,Balogun,gabriel.balogun2166@yabatech.edu.ng,+1-833-809-5608,2024/2025,1st Semester,GLT 111,General Lab Techniques,4,18,3,7,10,F,0.0
F/HN/23/3629579,Business Administration,HND2,Female,19,Kogi,Blessing,Uche,blessing.uche9579@yabatech.edu.ng,(544)528-7379x418,2024/2025,1st Semester,BAM 411,Business Policy,3,80,10,25,35,F,0.0
F/HN/23/3629579,Business Administration,HND2,Female,19,Kogi,Blessing,Uche,blessing.uche9579@yabatech.edu.ng,(544)528-7379x418,2024/2025,1st Semester,BAM 413,Entrepreneurship,2,33,8,20,28,F,0.0
F/HN/23/3215076,Computer Science,HND2,Male,24,Kaduna,Paul,Ekwueme,paul.ekwueme5076@yabatech.edu.ng,324-577-7008x9871,2024/2025,1st Semester,COM 412,Computer Graphics,3,71,24,57,81,A,4.0
F/HN/23/3215076,Computer Science,HND2,Male,24,Kaduna,Paul,Ekwueme,paul.ekwueme5076@yabatech.edu.ng,324-577-7008x9871,2024/2025,1st Semester,COM 413,Project Management,3,61,25,60,85,A,4.0
F/HN/23/3215076,Computer Science,HND2,Male,24,Kaduna,Paul,Ekwueme,paul.ekwueme5076@yabatech.edu.ng,324-577-7008x9871,2024/2025,1st Semester,COM 415,Artificial Intelligence,4,67,27,64,91,A,4.0
F/HN/23/3215076,Computer Science,HND2,Male,24,Kaduna,Paul,Ekwueme,paul.ekwueme5076@yabatech.edu.ng,324-577-7008x9871,2024/2025,1st Semester,GNS 401,Comm. in English,2,100,25,60,85,A,4.0
P/ND/23/3216235,Computer Science,ND1,Female,30,Jigawa,Stephen,Ibrahim,stephen.ibrahim6235@yabatech.edu.ng,964-439-4373,2024/2025,1st Semester,COM 101,Intro to Computing,4,71,13,31,44,E,2.0
P/ND/23/3216235,Computer Science,ND1,Female,30,Jigawa,Stephen,Ibrahim,stephen.ibrahim6235@yabatech.edu.ng,964-439-4373,2024/2025,1st Semester,COM 113,Intro to Programming,4,51,16,38,54,CD,2.5
P/ND/23/3216235,Computer Science,ND1,Female,30,Jigawa,Stephen,Ibrahim,stephen.ibrahim6235@yabatech.edu.ng,964-439-4373,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,65,12,30,42,E,2.0
P/ND/23/3216235,Computer Science,ND1,Female,30,Jigawa,Stephen,Ibrahim,stephen.ibrahim6235@yabatech.edu.ng,964-439-4373,2024/2025,1st Semester,GNS 101,Use of English I,2,16,6,14,20,F,0.0
F/ND/23/3610425,Accountancy,ND1,Male,24,Jigawa,Peace,Obi,peace.obi425@yabatech.edu.ng,001-755-653-7309x58821,2024/2025,1st Semester,ACC 111,Financial Accounting I,4,59,12,28,40,E,2.0
F/ND/23/3610425,Accountancy,ND1,Male,24,Jigawa,Peace,Obi,peace.obi425@yabatech.edu.ng,001-755-653-7309x58821,2024/2025,1st Semester,ACC 113,Taxation I,3,72,12,28,40,E,2.0
P/ND/23/3625579,Business Administration,ND2,Female,25,Ekiti,Gabriel,Ibrahim,gabriel.ibrahim5579@yabatech.edu.ng,(337)846-3146x749,2024/2025,1st Semester,BAM 211,Principles of Management,3,29,4,9,13,F,0.0
P/ND/23/3625579,Business Administration,ND2,Female,25,Ekiti,Gabriel,Ibrahim,gabriel.ibrahim5579@yabatech.edu.ng,(337)846-3146x749,2024/2025,1st Semester,ACC 211,Financial Accounting,3,56,7,17,24,F,0.0
F/ND/23/3623214,Business Administration,ND1,Male,20,Kogi,Faith,Oyekan,faith.oyekan3214@yabatech.edu.ng,+1-572-603-6418,2024/2025,1st Semester,BAM 101,Intro to Business,3,77,21,50,71,AB,3.5
F/ND/23/3623214,Business Administration,ND1,Male,20,Kogi,Faith,Oyekan,faith.oyekan3214@yabatech.edu.ng,+1-572-603-6418,2024/2025,1st Semester,ACC 111,Principles of Accounts,3,86,21,49,70,AB,3.5
F/HN/23/3616143,Accountancy,HND1,Male,26,Yobe,John,Uche,john.uche6143@yabatech.edu.ng,656.433.5170x6832,2024/2025,1st Semester,ACC 311,Cost Accounting,3,100,23,55,78,A,4.0
F/HN/23/3616143,Accountancy,HND1,Male,26,Yobe,John,Uche,john.uche6143@yabatech.edu.ng,656.433.5170x6832,2024/2025,1st Semester,ACC 315,Public Sector Acc.,3,100,29,68,97,A,4.0
P/ND/23/3624789,Business Administration,ND2,Female,24,Lagos,Patience,Abiola,patience.abiola4789@yabatech.edu.ng,001-980-336-5799x36445,2024/2025,1st Semester,BAM 211,Principles of Management,3,50,9,22,31,F,0.0
P/ND/23/3624789,Business Administration,ND2,Female,24,Lagos,Patience,Abiola,patience.abiola4789@yabatech.edu.ng,001-980-336-5799x36445,2024/2025,1st Semester,ACC 211,Financial Accounting,3,22,8,18,26,F,0.0
P/ND/23/3416945,Mechanical Engineering,ND2,Male,21,Oyo,Andrew,Obi,andrew.obi6945@yabatech.edu.ng,(908)518-6789x90890,2024/2025,1st Semester,MEC 201,Fluid Mechanics,3,71,26,62,88,A,4.0
P/ND/23/3416945,Mechanical Engineering,ND2,Male,21,Oyo,Andrew,Obi,andrew.obi6945@yabatech.edu.ng,(908)518-6789x90890,2024/2025,1st Semester,MEC 205,Machine Tools,3,70,28,65,93,A,4.0
F/ND/23/3418345,Mechanical Engineering,ND2,Male,28,Akwa Ibom,Paul,Okonkwo,paul.okonkwo8345@yabatech.edu.ng,624-838-4687,2024/2025,1st Semester,MEC 201,Fluid Mechanics,3,59,24,57,81,A,4.0
F/ND/23/3418345,Mechanical Engineering,ND2,Male,28,Akwa Ibom,Paul,Okonkwo,paul.okonkwo8345@yabatech.edu.ng,624-838-4687,2024/2025,1st Semester,MEC 205,Machine Tools,3,94,28,66,94,A,4.0
F/HN/23/3516944,Electrical Engineering,HND1,Male,22,Oyo,Mark,Ogunleye,mark.ogunleye6944@yabatech.edu.ng,7813400769,2024/2025,1st Semester,EEC 311,Engineering Maths III,3,100,26,60,86,A,4.0
F/HN/23/3516944,Electrical Engineering,HND1,Male,22,Oyo,Mark,Ogunleye,mark.ogunleye6944@yabatech.edu.ng,7813400769,2024/2025,1st Semester,EEC 313,Electrical Circuit Theory,3,90,27,63,90,A,4.0
F/ND/23/3625034,Business Administration,ND2,Male,26,Benue,Joy,Ojo,joy.ojo5034@yabatech.edu.ng,671-875-0435x03841,2024/2025,1st Semester,BAM 211,Principles of Management,3,81,16,39,55,C,2.75
F/ND/23/3625034,Business Administration,ND2,Male,26,Benue,Joy,Ojo,joy.ojo5034@yabatech.edu.ng,671-875-0435x03841,2024/2025,1st Semester,ACC 211,Financial Accounting,3,75,16,39,55,C,2.75
F/HN/23/3135446,Civil Engineering,HND2,Female,17,Jigawa,John,Adeyemi,john.adeyemi5446@yabatech.edu.ng,+1-292-947-6879x32667,2024/2025,1st Semester,CEC 401,Reinforced Concrete Design,4,20,7,17,24,F,0.0
F/HN/23/3135446,Civil Engineering,HND2,Female,17,Jigawa,John,Adeyemi,john.adeyemi5446@yabatech.edu.ng,+1-292-947-6879x32667,2024/2025,1st Semester,CEC 409,Project,6,62,12,29,41,E,2.0
F/ND/23/3412458,Mechanical Engineering,ND1,Female,20,Oyo,Hope,Olawale,hope.olawale2458@yabatech.edu.ng,9498684533,2024/2025,1st Semester,MEC 101,Technical Drawing,2,90,20,48,68,B,3.25
F/ND/23/3412458,Mechanical Engineering,ND1,Female,20,Oyo,Hope,Olawale,hope.olawale2458@yabatech.edu.ng,9498684533,2024/2025,1st Semester,MEC 103,Thermodynamics,2,53,22,52,74,AB,3.5
P/HN/23/3139057,Civil Engineering,HND2,Male,25,Nasarawa,Gloria,Uche,gloria.uche9057@yabatech.edu.ng,(238)850-6489,2024/2025,1st Semester,CEC 401,Reinforced Concrete Design,4,76,20,48,68,B,3.25
P/HN/23/3139057,Civil Engineering,HND2,Male,25,Nasarawa,Gloria,Uche,gloria.uche9057@yabatech.edu.ng,(238)850-6489,2024/2025,1st Semester,CEC 409,Project,6,77,22,52,74,AB,3.5
P/HN/23/3413789,Mechanical Engineering,HND1,Female,24,Delta,Benjamin,Olawale,benjamin.olawale3789@yabatech.edu.ng,654.630.0893x10133,2024/2025,1st Semester,MEC 301,Strength of Materials,3,37,7,17,24,F,0.0
P/HN/23/3413789,Mechanical Engineering,HND1,Female,24,Delta,Benjamin,Olawale,benjamin.olawale3789@yabatech.edu.ng,654.630.0893x10133,2024/2025,1st Semester,MEC 305,Auto Technology,3,40,10,24,34,F,0.0
P/HN/23/3628198,Business Administration,HND1,Male,28,Nasarawa,Hope,Nnamani,hope.nnamani8198@yabatech.edu.ng,981-403-0775x7722,2024/2025,1st Semester,BAM 311,Human Capital Mgmt,3,71,19,46,65,B,3.25
P/HN/23/3628198,Business Administration,HND1,Male,28,Nasarawa,Hope,Nnamani,hope.nnamani8198@yabatech.edu.ng,981-403-0775x7722,2024/2025,1st Semester,BAM 314,Business Law,3,71,17,40,57,C,2.75
F/HN/23/3713729,Science Lab Tech,HND1,Female,29,Imo,Joseph,Adetokunbo,joseph.adetokunbo3729@yabatech.edu.ng,+1-791-333-3608,2024/2025,1st Semester,STB 311,Microbiology II,4,63,22,51,73,AB,3.5
F/HN/23/3713729,Science Lab Tech,HND1,Female,29,Imo,Joseph,Adetokunbo,joseph.adetokunbo3729@yabatech.edu.ng,+1-791-333-3608,2024/2025,1st Semester,STC 313,Analytical Chemistry,4,82,20,47,67,B,3.25
F/HN/23/3713729,Science Lab Tech,HND1,Female,29,Imo,Joseph,Adetokunbo,joseph.adetokunbo3729@yabatech.edu.ng,+1-791-333-3608,2024/2025,1st Semester,GLT 301,Lab Management,2,72,22,51,73,AB,3.5
P/ND/23/3615955,Accountancy,ND1,Female,30,Benue,Philip,Ogunleye,philip.ogunleye5955@yabatech.edu.ng,488.774.4155,2024/2025,1st Semester,ACC 111,Financial Accounting I,4,68,22,51,73,AB,3.5
P/ND/23/3615955,Accountancy,ND1,Female,30,Benue,Philip,Ogunleye,philip.ogunleye5955@yabatech.edu.ng,488.774.4155,2024/2025,1st Semester,ACC 113,Taxation I,3,90,27,63,90,A,4.0
F/ND/23/3215277,Computer Science,ND1,Female,18,Ekiti,John,Okafor,john.okafor5277@yabatech.edu.ng,+1-546-697-0084x49041,2024/2025,1st Semester,COM 101,Intro to Computing,4,48,7,18,25,F,0.0
F/ND/23/3215277,Computer Science,ND1,Female,18,Ekiti,John,Okafor,john.okafor5277@yabatech.edu.ng,+1-546-697-0084x49041,2024/2025,1st Semester,COM 113,Intro to Programming,4,68,16,39,55,C,2.75
F/ND/23/3215277,Computer Science,ND1,Female,18,Ekiti,John,Okafor,john.okafor5277@yabatech.edu.ng,+1-546-697-0084x49041,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,87,20,48,68,B,3.25
F/ND/23/3215277,Computer Science,ND1,Female,18,Ekiti,John,Okafor,john.okafor5277@yabatech.edu.ng,+1-546-697-0084x49041,2024/2025,1st Semester,GNS 101,Use of English I,2,58,21,50,71,AB,3.5
P/HN/23/3138363,Civil Engineering,HND2,Female,30,Cross River,Agnes,Okafor,agnes.okafor8363@yabatech.edu.ng,988-418-1448,2024/2025,1st Semester,CEC 401,Reinforced Concrete Design,4,68,23,55,78,A,4.0
P/HN/23/3138363,Civil Engineering,HND2,Female,30,Cross River,Agnes,Okafor,agnes.okafor8363@yabatech.edu.ng,988-418-1448,2024/2025,1st Semester,CEC 409,Project,6,81,27,64,91,A,4.0
P/HN/23/3620810,Business Administration,HND2,Male,23,Kano,Patience,Adetokunbo,patience.adetokunbo810@yabatech.edu.ng,850-205-2668x67184,2024/2025,1st Semester,BAM 411,Business Policy,3,81,26,60,86,A,4.0
P/HN/23/3620810,Business Administration,HND2,Male,23,Kano,Patience,Adetokunbo,patience.adetokunbo810@yabatech.edu.ng,850-205-2668x67184,2024/2025,1st Semester,BAM 413,Entrepreneurship,2,93,21,50,71,AB,3.5
P/ND/23/3917491,Mass Communication,ND2,Male,27,Abia,Deborah,Ojo,deborah.ojo7491@yabatech.edu.ng,+1-709-881-1915x644,2024/2025,1st Semester,MAC 201,Investigative Reporting,3,94,25,60,85,A,4.0
P/ND/23/3917491,Mass Communication,ND2,Male,27,Abia,Deborah,Ojo,deborah.ojo7491@yabatech.edu.ng,+1-709-881-1915x644,2024/2025,1st Semester,MAC 212,Editing and Graphics,3,86,25,58,83,A,4.0
P/ND/23/3917491,Mass Communication,ND2,Male,27,Abia,Deborah,Ojo,deborah.ojo7491@yabatech.edu.ng,+1-709-881-1915x644,2024/2025,1st Semester,GNS 201,Use of English II,2,71,24,57,81,A,4.0
P/ND/23/3415237,Mechanical Engineering,ND1,Female,16,Ondo,Mary,Adeyemi,mary.adeyemi5237@yabatech.edu.ng,449-498-1632x27486,2024/2025,1st Semester,MEC 101,Technical Drawing,2,55,15,37,52,CD,2.5
P/ND/23/3415237,Mechanical Engineering,ND1,Female,16,Ondo,Mary,Adeyemi,mary.adeyemi5237@yabatech.edu.ng,449-498-1632x27486,2024/2025,1st Semester,MEC 103,Thermodynamics,2,72,16,37,53,CD,2.5
P/HN/23/3514826,Electrical Engineering,HND2,Male,22,Ebonyi,Esther,Obi,esther.obi4826@yabatech.edu.ng,8779287097,2024/2025,1st Semester,EEC 411,Control Systems,3,20,1,3,4,F,0.0
P/HN/23/3514826,Electrical Engineering,HND2,Male,22,Ebonyi,Esther,Obi,esther.obi4826@yabatech.edu.ng,8779287097,2024/2025,1st Semester,EEC 415,Power Systems,3,45,3,7,10,F,0.0
P/ND/23/3416984,Mechanical Engineering,ND1,Male,18,Bauchi,Agnes,Ibrahim,agnes.ibrahim6984@yabatech.edu.ng,334.746.1391,2024/2025,1st Semester,MEC 101,Technical Drawing,2,21,4,9,13,F,0.0
P/ND/23/3416984,Mechanical Engineering,ND1,Male,18,Bauchi,Agnes,Ibrahim,agnes.ibrahim6984@yabatech.edu.ng,334.746.1391,2024/2025,1st Semester,MEC 103,Thermodynamics,2,42,4,11,15,F,0.0
F/HN/23/3625793,Business Administration,HND2,Female,23,Ogun,Sarah,Oshodi,sarah.oshodi5793@yabatech.edu.ng,678.757.2126x853,2024/2025,1st Semester,BAM 411,Business Policy,3,94,22,51,73,AB,3.5
F/HN/23/3625793,Business Administration,HND2,Female,23,Ogun,Sarah,Oshodi,sarah.oshodi5793@yabatech.edu.ng,678.757.2126x853,2024/2025,1st Semester,BAM 413,Entrepreneurship,2,93,27,64,91,A,4.0
F/ND/23/3714314,Science Lab Tech,ND1,Male,19,Ogun,Ruth,Nnamani,ruth.nnamani4314@yabatech.edu.ng,(682)768-6460x492,2024/2025,1st Semester,STB 111,General Biology,3,79,21,49,70,AB,3.5
F/ND/23/3714314,Science Lab Tech,ND1,Male,19,Ogun,Ruth,Nnamani,ruth.nnamani4314@yabatech.edu.ng,(682)768-6460x492,2024/2025,1st Semester,STC 112,General Chemistry,3,95,24,57,81,A,4.0
F/ND/23/3714314,Science Lab Tech,ND1,Male,19,Ogun,Ruth,Nnamani,ruth.nnamani4314@yabatech.edu.ng,(682)768-6460x492,2024/2025,1st Semester,MTH 111,Logic & Linear Algebra,2,95,20,48,68,B,3.25
F/ND/23/3714314,Science Lab Tech,ND1,Male,19,Ogun,Ruth,Nnamani,ruth.nnamani4314@yabatech.edu.ng,(682)768-6460x492,2024/2025,1st Semester,GLT 111,General Lab Techniques,4,68,22,52,74,AB,3.5
P/ND/23/3916499,Mass Communication,ND1,Male,17,Ogun,Victoria,Okafor,victoria.okafor6499@yabatech.edu.ng,8322813103,2024/2025,1st Semester,MAC 101,Intro to Mass Comm,3,82,30,70,100,A,4.0
P/ND/23/3916499,Mass Communication,ND1,Male,17,Ogun,Victoria,Okafor,victoria.okafor6499@yabatech.edu.ng,8322813103,2024/2025,1st Semester,MAC 115,News Writing,3,63,29,67,96,A,4.0
